Категория;Анекдот
Вовочка;"Учительница дает задание ученикам: - Составьте предложение со словом ""ананас"". Машенька: - Мы вчера купили вкусный ананас. - Молодец. Вовочка: - А наш папа ушел к другой. - Вовочка, а где же здесь ""ананас""? -...""а на нас"" с мамой положил хрен."
Вовочка;Учительница биологии решила на примерах доказать ученикам вред курения. Берет червяка, бросает в стакан со спиртом - сразу издох. Бросает второго червяка в стакан с никотином - тот же результат, тоже издох. Бросает червяка в стакан с яичным желтком - червяк живет. - Дети, какой вывод из этого можно сделать? Вовочка: - Если не пить и не курить, то в яйцах черви заведутся!
Вовочка;"Вовочка на уроке задумчиво щелкает авторучкой: ""щелк, щелк"". Учительница раздраженно: - Вовочка, чем ты там занимаешься? - Да вот интересно - входит и выходит, а не беременеет! - Вон из класса! Придешь с родителями! Директор застает учительницу за тем же занятием и слышит: - Действительно не беременеет... Директор берет ручку и, повертев в руках, восклицает: - Так там же пружинка!"
Вовочка;Учительница попросила детей нарисовать какой-нибудь сосуд. Кто нарисовал чашку, кто - вазу, кто - банку. А Вовочка нарисовал огромный член. Учительница с укором говорит: - Вовочка! Ну разве это сосуд? - Сосут, Марья Ивановна, еще как сосут!
Вовочка;- Мама, скажи,- спрашивает Вовочка,- старая дева - это жена холостяка?
Вовочка;"Идут отец с пятилетним сыном по улице. Погода чудесная, март, все тает, солнышко. Две собачки занимаются делом. Сын спрашивает у отца: - Папа, что это собачки делают? Отец: - Видишь, сын, погода чудесная, весна, одна собачка расслабилась, а вторая напала на нее и издевается. Идут дальше, отец думает: ""а правильно ли ребенок меня понял?"" И спрашивает: - Вовочка, ты понял мое объяснение? - Да, папа, я все понял: нельзя расслабляться, иначе тебя оттрахают, как ту сучку."
Вовочка;Вовочка вбежал в дом и закричал с порога: - Мама, мама, к нам в песочницу новая девочка пришла! - И вы ее, негодники, прогнали? - строго спросила мама. - Конечно! И даже по два круга...
Вовочка;Урок литературы. Все пишут сочинение о зиме. В конце урока Вовочка тянет руку. - Ну что, Вовочка? - А можно мне вслух прочитать? - Мммм... Ну, давай. - Пришла зима. Ударили морозы. - Хорошо, Вовочка... продолжай. - Замерз пруд. - Хорошо! - Собрались покататься дети. - Замечательно! - Тут пришел козел. - Ну... - Пришла коза. - Ну и... - Ну и козел козу... - Вовочка! Ну неудобно же! - Конечно неудобно - ноги разьезжаются!
Вовочка;"Вовочкин папа едет в Ленинград. - Дети, кто сочинит стихотворение со словом ""Ленинград"", тому я привезу то, что он в стихотворении попросит. - Папа едет в Ленинград, папа купит мармелад, - говорит младший брат Вовочки. - Молодец, куплю тебе мармелад. Вовочка: - Папа едет в Ленинград, папа купит мне мопед. - Не в рифму! - кричит папа, - Попробуй еще раз. - Папа едет в Ленинград, мамин е#$рь будет рад. Мамин е#$рь наш сосед, папа купит мне мопед."
Вовочка;"Вовочка подсматривает, как мама с папой занимаются любовью. Вдруг слышит: - Дорогая, ты кого хочешь: ""Мальчика или девочку?"" - Ну, теперь - девочку... Через несколько минут папа выходит из спальни. Вовочка снимает штаны и подставляет попу: - Папа, а я хочу саблю, фломастеры и велосипед!"
Вовочка;Вовочка слышит как папа с мамой в постели капашатся. И говорит: - Мама, дай варэника. - Где ж я тебе, сыночек, среди ночи варэника вiзьму? - Да, а сами пляшкотять, аж сметана бризже...
Вовочка;Дети выходят из школы: 1. - А вот мы сегодня покупаем телевизор, и тогда у нас уже все будет дома!!! 2. - А мы радиолу, и у нас тоже будет все!!! Вовочка - А у нас и так уже все есть! Вовочка - Да вот папка вчера домой триппер принес, так мама сказала - Ну вот, только этого нам и не хватало.
Вовочка;Вовочка самым злостным образом прогуливал школу. Его учительнице сие безобразие надоело, и она решила проведать родителей и, заодно, питомца. Приходит по адресу - там хоромы немеряные, от ворот до входа ковры простелены. Стучит в дверь... Открывает швейцар, вежливый до неприличия. За ним просматриваются мраморные лестницы, картины в подлинниках. Училка, смущенная, тихо спрашивает: - А В-в-вовочка д-дома? Швейцар ведет ее по дому к Вовочкиной двери. Стучит: - Вольдемар! К Вам дама! - ПИЗДИШЬ! - БЛЯ буду-с!в записную книжку.
Вовочка;Вовочка: - Мама, иди в кабинет, я уронил большую стремянку. - Ну, папа тебе задаст, когда узнает. - Папа уже знает, он висит на люстре.
Вовочка;- Папа, почему, если дунуть на пламя свечки, то она гаснет? - Гм... потому... м-м. Да-а... Потому... не дуй, дурак, вот и не гаснет.
Вовочка;На урок зоологии учительница принесла арбуз. - Что это такое, дети? - Это же арбуз, Марь Иванна! - выкрикивает Вовочка. - Нет, это мичуринское яблоко. - с ехидной улыбкой произносит учительница. На следыющей день учительница приносит дыню. - Дети! Что это? - Дыня - Неправильно! Это мичуринская слива. На третий день Вовочка приносит полный портфель раков и, высыпав на стол учительнице, спрашивает: - Марь Иванна, а это что такое? - Как что? Конечно же раки! - Нет, Марь Иванна, неправильно! Это мичуринские ТАРАКАНЫ!
Вовочка;"Мать- Вовочка, за что у тебя двойка по физкультуре? - Учитель сказал: ""Видишь, стоит козел?"" Обложи его матами"". - Ну и что? - Я ответил: ""Николай Петрович, вижу вас хорошо. Мать вашу так и растак!"""
Вовочка;Вовочка стоит во дворе и кричит: - Наташа! Из окна высовывается заспаный отец Наташи: - Она уже спать легла! Может, я чем помогу? - Нет, мне Наташа нужна как женщина! Через пять минут во двор вылетает Наташа - в мини-юбке и полупрозрачной блузке. - Знаешь, Наташа. - Говорит ей Вовочка, - Мой мячик в женский туалет закатился...
Вовочка;Вовочка выходит из школы, там его Маша встречает и просит поднести портфель до дома, он говорит хорошо, дошли они до дома Маша ему говорит: - Может быть пойдем чай попьем? - Сейчас, я только быстренько в аптеку сбегаю. - ? - Куплю что нибудь к чаю.
Вовочка;- Ваш сын вторую неделю настойчиво приглашает меня в ресторан. - А это вы правильно делаете, что сразу не соглашаетесь.
Вовочка;"Урок. Учительница просит Вовочку пересказать содержание басни ""Ворона и сыр"". Тот отвечает: - Сидит на дереве ворона. Держит кусок сыра. Пробегает мимо леса и говорит: ""Там начальник твою жену трахает!"" Ворона каркает, сыр падает. Мораль той басни такова: если знаешь, что начальник трахает твою жену, не раскрывай рот - останешься не только без сыра, но и без хлеба."
Вовочка;Учитель предупреждает учеников: - Никогда нельзя целовать животных. Это грозит различными заболеваниями. Кто может привести пример? - Я, - встал Вовочка, - вот моя тетя все врем я целовала своего попугая. - Ну и?.. - Попугай с ума сошел.
Вовочка;Как-то Вовочка спрашивает маму: - Мам, а как я на свет появился? - Ну, сынок, взяли мы с папой стакан. Он плюнул, я плюнула, поставили на окошко, а наутро ты появился. На следующий день в школе: - Тань, плюнь в стакан. - Да ты что, Вовочка? - Ну плюнь. - Тьфу. Вовочка тоже плюнул и поставил стакан на окно в своей комнате. Ночью в стакан упал таракан. Утром Вовочка со стаканом подходит к матери: - Мам, раздави внука - на сына рука не поднимается.
Вовочка;" Учительница: - Дети в какие игры можно хорошо играть вдвоем? Маша: - В города! Миша: - В шашки! Вовочка: - В домино! Учительница: - А как? Вовочка: - Подхожу я вчера часа в два ночи к спальне... А папа маме и говорит: ""Я кончил..."", а мама ему отвечает: ""Ну и козел!"""
Вовочка;Вовочка спрашивает у Маши: - Маша, а ты горячая женщина? - Не знаю! Но когда я встаю с горшка - оттуда пар идет!
Вовочка;"Учительница обращается к ученикам: - Дети, назовите, каких вы знаете космонавтов? - Гагарин, Титов... - Правильно, а ты Вовочка кого хотел бы добавить? - Мои папа и мама. - Ты что-то путаешь. - Нет, не напутал. Я вчера ночью проснулся и слышу - папа маме говорит: ""Ну что, полетели?"" А мама отвечает: ""А ты скафандр одел?"" - ""Нет"". - ""Тогда полет отменяется""."
Вовочка;Лежат папа, мама и Вовочка в кровати (Вовочка посередине). Папа пихает Вовочку и говорит: - Скажи маме, что папа приглашает ее покататься на паровозике. - Мама сказала, что не хочет. - Скажи маме, что папа еще раз приглашает ее покататься на паровозике. - Мама сказала, что все равно не хочет. Через некоторое время мама толкает Вовочку и говорит: - Скажи папе, что я согласна покататься с папой на паровозике. - Папа сказал, что он уже уехал на ручной дрезине.
Вовочка;Вовочка надевает резиновые сапоги. Мама ему говорит: - Вовочка, на улице сухо, грязи и луж нет. - А я найду, - весело отвечает он.
Вовочка;- Вовочка, не качайся на папе: не для того он повесился!
Вовочка;"Учитель задал сочинение на тему: ""Если бы я был директором фирмы..."" Все старательно пишут, и только Вовочка смотрит в окно. - А ты почему не пишешь? - Ожидаю секретаршу!"
Вовочка;Маленький Вовочка не хочет спать. Отец садиться у его кроватки и начинает рассказывать ему сказки. Рассказывает час, другой. Наконец в комнате воцаряется тишина. Мать тихо приоткрывает дверь и спрашивает: - Он уснул? - Да, мама, - шепотом отвечает сын.
Вовочка;- Вовочка, сегодня тебе аист принес сестричку,- радостно говорит отец своему четырехлетнему сыну.- Ты хотел бы посмотреть на нее? - На сестренку нет, но мне очень хотелось бы посмотреть на того аиста.
Вовочка;8 апреля 1998 Мама: - Ну, Вовочка, как ты с папой тут себя вел, пока меня не было? Вовочка: - Очень хорошо, мама. Каждое утро папа брал меня с собой на озеро, мы заплывали на лодке на самую середину и потом вплавь добирался до берега. Мама: - О Боже! Это же большое озеро!? Вовочка: - Да не переживай, мама. Я доплывал хорошо. Трудно было только каждый раз из мешка выбираться...
Вовочка;Приносит(У)чительница на урок две колбы.В одной вода, в другой спирт. Учительница берет червяка и засовывает в воду,червяку ничего, потом засовывает в спирт,червяк подрыгался и умер. (У)- Дети,какие вы можете зделать выводы ? Дети кричат: - Спирт - это ЯД ! - Спирт это плохо ! (В)овочка держит руку. (У)- Ну Вовочка,какой вывод можеш зделать ты ? (В)- Пейте спирт и у вас не будет глистов !
Вовочка;Приходит к Вовочке домой учительница. Заходит на кухню - а там Вовочка с отцом из одной миски хлебают щи деревянными ложками. Ну, она и говорит: - Вы отец Владимира? - Ну... - Знаете, ваш сын сегодня на уроке меня по матери..послал... Примите меры! Отец медленно облизывает ложку, бьет Вовочку по лбу, после чего ложка ломается. Вовочка отрывает глаза от тарелки и обращаясь к отцу: - Ну что, мудак, нарисовался перед соской? Теперь х&ем будешь щи хлебать!
Вовочка;Вовочка самым злостным образом прогуливал школу. Его учительнице сие безобразие надоело, и она решила проведать родителей и, заодно, питомца. Приходит по адресу - там хоромы немеряные, от ворот до входа ковры простелены. Стучит в дверь... Открывает швейцар, вежливый до неприличия. За ним просматриваются мраморные лестницы, картины в подлинниках. Училка, смущенная, тихо спрашивает: - А В-в-вовочка д-дома? Швейцар ведет ее по дому к Вовочкиной двери. Стучит: - Вольдемар! К Вам дама! - ПИЗДИШЬ! Характерным жестом поправляя бабочку: - БЛЯ буду-с!
Вовочка;- Здраствуйте, я мать Сидорова Вовы, вы меня вызывали? - Здраствуйте, любезнейшая Ольга Петровна, присаживайтесь, милости прошу. Ваш сын в последнее время, как бы это поточнее выразиться,.. какой-то лоханутый стал, тормозной. На уроках за базар не отвечает, гонит что-то, исполняет иногда, а временами вообще ни о чем, вы извините меня ради бога!..
Вовочка;Вовочка утром идет в спальню к родителям, но дерь заперта. Вовочка смотрит в замочную скважину, там родители занимаются любовью. С угрюмым видом он возвращается к себе: - И эти люди!!! И эти люди запрещают мне ковыряться в носу!!!
Вовочка;"Марья Ивановна раздала анкеты. Вовочка честно написал: ""Отец - инженер, мать - проститутка"". Марья Ивановна вызвала в школу отца Вовочки. ""Все верно,""- сказал отец. Марья Ивановна расплакалась и побежала к директору школы. ""Мамы всякие нужны, мамы всякие важны.""- процитировал директор и записал Вовин адрес в записную книжку."
Вовочка;- Ты почему мне грубишь, Вовочка? Я тебе отец или не отец? - Ну ты задаешь ребусы, старик! Я то откуда знаю?
Вовочка;- Не забывай, сынок, мы живем на этой земле, чтобы трудиться. Кем ты хочешь стать, когда вырастешь? - Летчиком.
Вовочка;Вовочка: - Мама, иди в кабинет, я уронил большую стремянку. - Ну, папа тебе задаст, когда узнает. - Папа уже знает, он висит на люстре.
Вовочка;- Почему ты плачешь, Вовочка? - Мама сказала папе, что он слон. Папа ответил маме, что она курица. - Ну и что? - А кто же тогда я?!
Вовочка;- Папа, почему, если дунуть на пламя свечки, то она гаснет? - Гм... потому... м-м. Да-а... Потому... не дуй, дурак, вот и не гаснет.
Вовочка;Отец говорит Вовочке: - Я вчера нашел на улице 200 т.рублей и отнес их в милицию. А что бы сделал на моем месте ты? - То же, что и ты. Соврал.
Вовочка;На урок зоологии учительница принесла арбуз. - Что это такое, дети? - Это же арбуз, Марь Иванна! - выкрикивает Вовочка. - Нет, это мичуринское яблоко. - с ехидной улыбкой произносит учительница. На следыющей день учительница приносит дыню. - Дети! Что это? - Дыня - Неправильно! Это мичуринская слива. На третий день Вовочка приносит полный портфель раков и, высыпав на стол учительнице, спрашивает: - Марь Иванна, а это что такое? - Как что? Конечно же раки! - Нет, Марь Иванна, неправильно! Это мичуринские ТАРАКАНЫ!
Вовочка;Урок пения в школе. Учительница вызвала Вовочку: - Каких ты знаешь композиторов? А Вовочка не учил. Стоит и смотрит на соседа по парте. Тот взял книгу, стукнул по парте. - Бах, - сказал Вовочка. - Правильно. Кто еще? Друг вырвал из тетради листок листок. - Лист. - Хорошо, еще. - Членников. - Не Членников, а Хренников. А ты, Петров, убери подсказку.
Вовочка;"- Вовочка, за что у тебя двойка по физкультуре? - Учитель сказал: ""Видишь, стоит козел?"" Обложи его матами"". - Ну и что? - Я ответил: ""Николай Петрович, вижу вас хорошо. Мать вашу так и растак!"""
Вовочка;Учительница сказала на уроке: - А сегодня мы будем работать по-новому. То я вам задавала вопросы, а тепери вопросы будете задавать вы. Будете называть первую и последнюю буквы слова. И по тому, какое это будет слово, я буду оценивать ход ваших мыслей. Итак начнем с тебя, Катя. - П и Н, - сказала Катя. Учительница подумала и сказала: - Не знаю. - Пушкин - Молодец, девочка. Мне нравиться ход твоих мыслей. А теперь ты Сережа. - Л и В. Учительница призналась, что не может догадаться. - Лермонтов. - Молодец. Можно и Ломоносов. Мне нравится ход твоих мыслей. Ну а ты, Вовочка, что-нибудь придумал? - Х и И краткое - Бесстыдник и хулиган, - покраснев, гневно сказала учительница. - Вон из класса! И без родителей не приходи. Проходя мимо учительского стола, Вовочко сказал: - Вообще-то это Хемингуэй. Но мне нравится ход ваших мыслей, Элла Ивановна.
Вовочка;Сидят Вовочка с Машенькой на уроке и балаболят. Машенька: - Вот горе у меня, залетела, а от кого - не знаю! Вовочка: - Это фигня. Вот я триппер подхватил, а где - не пойму. Учительница: - Прекратите болтать на уроке! Вовочка, сколько будет шестью шесть? Вовочка: - Тридцать шесть! Мне бы ваши заботы, Марья Ивановна!
Вовочка;Пришел Вовочка в школу, а учительница его и спрашивает: - Где ты был вчера? - У меня дедушка вчера умер. - Инфаркт что-ли? - Да нет, у нас вчера в доме пожар был. - Так он сгорел? - Нет. - В дыму задохнулся? - Нет, он как пожар начался в окно выпрыгнул. - А-a, так он разбился? - Нет, пожарные тент натянули. - Так в чем дело? - Тент под ним спружинил и его обратно в окно вкинуло. - Ну и тогда он уже сгорел, задохнулся? - Нет, он опять выпрыгнул и опять в окно обратно попал. - Ладно Вовочка, хватит, что с дедушкой стало? - Да пристрелили его, надоел он всем.
Вовочка;Вовочка стоит во дворе и кричит: - Наташа! Из окна высовывается заспаный отец Наташи: - Она уже спать легла! Может, я чем помогу? - Нет, мне Наташа нужна как женщина! Через пять минут во двор вылетает Наташа - в мини-юбке и полупрозрачной блузке. - Знаешь, Наташа. - Говорит ей Вовочка, - Мой мячик в женский туалет закатился...
Вовочка;Вовочка выходит из школы, там его Маша встречает и просит поднести портфель до дома, он говорит хорошо, дошли они до дома Маша ему говорит: - Может быть пойдем чай попьем? - Сейчас, я только быстренько в аптеку сбегаю. - ? - Куплю что нибудь к чаю.
Вовочка;- Ваш сын вторую неделю настойчиво приглашает меня в ресторан. - А это вы правильно делаете, что сразу не соглашаетесь.
Вовочка;Директор приводит в класс новую учительницу: - Дети, это ваша новая учительница. Надеюсь, вам она понравится. Вовочка: - Да, фигурка ничего. Директор (гордо): - Сам выбирал!
Вовочка;P.S: Приходит Вовочка домой, и кричит: - МАМА ! МАМА ! Я ПЯТЕРКУ ПОЛУЧИЛ !!! А мама ему и говорит: - Тише Вовочка ! Тише ! Горе у нас в семье .... Брата твоего Сашу арестовали... Он бомбу в царя кинул !
Вовочка;"Вовочка пригласил Танечку к себе домой. Купил торт, цветы, бутылку коньяка и сигареты, выставил все на стол и ждет. Проходит час. Вовочка думает: ""Танечка из хорошей семьи, пить не будет"". Убрал бутылку. Проходит еще час. Вовочка думает: ""Танечка из хорошей семьи, она не курит"". Убрал сигареты. Тут звонок в дверь. Входит Танечка. Вовочка спрашивает: - А ты чего в школьном платье пришла? - Так ведь завтра в школу..."
Вовочка;"После просмотра партиотического фильма учитель спрашивает у детей, кому кто понравился. Одному подвиг солдата, другом - как санитарка раненего спасла. А Вовочка говорит: - А мне больше всего понравился наркоман. - Какой такой наркоман. Там не было наркоманов. - Был, он все время затягивался и говорил, ""Хороший у вас план товарищ Жуков"""
Вовочка;Женился папа Вовочки 2й раз и спрашивает у сына: -Ну как тебе твоя новая мама? Вовочка отвечает: -Папа, тебя жестоко обманули, не такая она уж и новая.
Вовочка;"На уроке училка диктует предложение: В углу скребет мышь. Вовочка спрашивает: -Марь Иванна , а кто такой ""скр""?"
Вовочка;Комната в общежитии. Родители решили потрахаться. Говорят Вовочке: - Вовочка, иди посмотри в окно, расскажи, что на улице... Вовочка пошел к окну: - Вот Миша на велосипеде едет, вот Маша в песочнице пирожки лепит. Вот Таня в соседнем доме в окно смотрит. Наверное, тоже родители трахаются
Вовочка;"Вовочка в школе написал: ""Маша - Бл$дь"" Приходит учительница и говорит, 3 раза скажи, что Маша не бл$дь и извинись."
Вовочка;"Вовочка: ""Маша не бл$дь? Ма-а-а-аша не бл$дь? М-а-а-а-аша не бл$-$-$-$-$дь? Ну-у-у-у... Ну извини-и-и-и..."""
Вовочка;Вовочка спрашивает у мамы: - Мама, скажи, а откуда дети берутся? - Я же тебе говорила, их приносит аист. - Знаю, что аист. Но кто же аиста трахает?..
Вовочка;В школе учитель(у) спрашивает у детей каких они знают доисторических животных. Машенька:я знаю- были мамонты ! (у):правильно,а еще ? Вовочка: еще были папонты ! (у):а это кто ? Вовочка:а они мамонтов трахали !!!
Вовочка;Папа приводит своего (C)ына в школу устраивать. В школе (Д)иректор беседует с мальчиком: Д: - Мальчик как тебя зовут? Молчание... Д: - Мальчик, а сколько тебе лет? Молчание... Д: - Мальчик, а ты любишь играть в футбол? Молчание... Директор зоворит отцу, чтобы приводил, когда говорить научит. Через год отец приводит сына. Д: - Мальчик как тебя зовут? С: - Леееееха! Д: - А сколько тебе лет? C: - Девяять! Д: - А ты любишь играть в футбол? C: - Люююблююю!! Д: - А еще чего любишь? C: - Леееееха! Д: - Чего-чего?! 8-( ) С: - Девяяять!
Вовочка;Вовочка пришел домой из школы. -Тебя сегодня вызывали ?-спросил отец. -Вызывали,-отвечает Вовочка. -Ну и как? Завтра тебя вызовут.
Вовочка;Идет урок биологии в школе. Училка: - Вовочка, это какая часть тела человека? (показывает на плакате) Вовочка: - Жопа! Училка: - Нет такого слова!!! (возмущенно) Вовочка: - Ну как это?! Жопа есть, а слова нет?!
Штирлиц;"Штирлиц проснулся в тюремной камере. Он совершенно не помнил,
как сюда попал, какое сегодня число и какая в городе власть. Пос-
ле долгих размышлений он наконец решил, что если войдет гестапо-
вец, надо будет сказать: ""Хайль Гитлер, я - штандартенфюрер СС
фон Штирлиц"", а если войдет советский солдат - представиться: ""Я
- полковник Исаев"". В этот момент входит милиционер и говорит:
""Ну и нажрались Вы вчера, товарищ Тихонов"""
Штирлиц;"- Штирлиц, - устало сказал Мюллер, - Вы отвертелись, когда мы
обнаружили Ваши пальчики на чемодане русской пианистки. Вы отвер-
телись, когда мы нашли их на трубке телефона правительственной
связи. Но сейчас Вам не отвертеться! Почему Ваше удостоверение
пахнет русской водкой?!!
- Вы знаете, Мюллер, - не менее устало ответил Штирлиц, - ког-
да Шелленберг ставил на мое удостоверение печать, он предвари-
тельно подышал на нее"
Штирлиц;"Гитлер принимает в своем кабинете Муссолини. Вдруг дверь рас-
пахивается, входит Штирлиц, ни на кого не обращая внимания, под-
ходит к сейфу, открывает его своим ключом и начинает рыться в
нем, выбрасывая ненужные документы на пол.
- Кто это? - удивленно спрашивает дуче.
- Русский разведчик Исаев, - безразличным тоном отвечает фю-
рер, - У нас Штирлицем числится.
- Так почему же ты его не арестуешь?
- А, все равно отвертится"
Штирлиц;"К концу войны положение Германии было столь плачевно, что даже
в рейхсканцелярии приходилось стоять в очереди для того, чтобы
купить колбасы. Однако Штирлиц, вопреки всем нормам поведения,
всегда брал без очереди. Гестаповцы очень возмущались этим. Они
еще не знали, что Герои Советского Союза обслуживаются вне очере-
ди."
Штирлиц;"23 февраля Штирлиц надел свою старую, любимую буденовку, взял
в руки красное знамя и, распевая революционные песни, пошел к
рейхсканцелярии. В это день он как никогда был близок к провалу"
Штирлиц;"Штирлиц неделю не появлялся на работе. Посланные на поиски
гестаповцы нашли его на даче, напившегося до бесчувствия и лежа-
щего на полу среди бутылок из-под водки. Рядом валялась шифровка:
""Задание выполнено успешно, можно расслабиться."""
Штирлиц;"К даче Штирлица подъехала машина. Из нее вышел Мюллер в сопро-
вождении взвода гестаповцев. Он постучал в дверь. ""Кто вам ну-
жен?""-спросили из-за двери. ""Мне нужен Штирлиц,""-сказал Мюллер.
""А меня нет дома,""-ответил из-за двери Штирлиц. Мюллер выругался,
сел в машину и уехал. Так Штирлиц уже третью неделю водил гестапо
за нос."
Штирлиц;"В кафе ""Elefant"" вошел Штирлиц. ""Это Штирлиц, сейчас будет
драка,""- сказал один из посетителей. Штирлиц выпил чашечку кофе и
вышел. ""Нет, - возразил второй посетитель, - это не Штирлиц"".
""Нет, Штирлиц!""- закричал первый. И тут началась драка"
Штирлиц;"Штирлиц шел по Берлину.Мюллер узнал в нем советского разведчи-
ка, но не по ППШ, небрежно наброшенному на плечо, и не по парашю-
ту, волочившемуся сзади, а по клейму фабрики ""Большевичка"", кото-
рое забыли отпороть с внутреннего кармана пиджака по истинно рус-
ской безалаберности."
Штирлиц;"Мюллер вызывает Штирлица и говорит: ""Завтра коммунистический
субботник, явка обязательна."" Штирлиц отвечает ""Есть"" и, поняв,
что провалился, садится за стол и, не замечая удивленного взгляда
Мюллера, пишет: ""Я, штандартенфюрер фон Штирлиц на самом деле яв-
ляюсь советским разведчиком."" Мюллер, прочитав этот рапорт, зво-
нит Шелленбергу и говорит: ""Вальтер, зайдите, посмотрите, что Ва-
ши люди придумывают, чтобы на субботник не ходить."""
Штирлиц;"Звонок Гитлера Сталину: ""Сталин, Ваши люди не брали у меня из
сейфа секретные документы?"" - ""Выясню.""
Звонок Сталина Штирлицу: ""Штирлиц, вы брали у Гитлера из сей-
фа секретные документы?"" - ""Так точно, товарищ Сталин."" - ""Так
положите на место, люди волнуются."""
Штирлиц;"- Какого цвета у меня трусы? - спросил Мюллер.
- Красные, - не задумываясь, ответил Штирлиц.
- Вот Вы и попались! - воскликнул Мюллер, - Цвет моих трусов
кроме меня знает лишь русская пианистка!
- Не валяйте дурака, Мюллер, - спокойно ответил Штирлиц, - и
застегните ширинку."
Штирлиц;"Штирлицу сообщили, что у него в России родился сын. Скупая
мужская слеза выкатилась из его глаза. Штирлиц не был на Родине
уже семь лет."
Штирлиц;"Гиммлер вызывает своего сотрудника.
- Назовите двузначное число.
- 45.
- А почему не 54?
- потому что 45!
Гиммлер пишет характеристику ""характер нордический"" и вызывает
следующего.
- Назовите двузначное число.
- 28.
- А почему не 82?
- Можно, конечно, и 82, но лучше 28.
Гиммлер пишет характеристику ""характер близок к нордическому"" и
вызывает следующего.
- Назовите двузначное число.
- 33.
- А почему не... А, это Вы, Штирлиц."
Штирлиц;"- Штирлиц, Вы еврей!
- Что Вы, Мюллер, я русский.
- А я - немецкий."
Штирлиц;"""Хайль Гитлер!"" - сказал Штирлиц, входя в кабинет к Мюллеру.
""Штирлиц, - раздраженно ответил Мюллер, - если Вы не бросите эти
кинчевские замашки, я напишу в ""Советскую культуру""."""
Штирлиц;"Мюллер с бешенной скоростью мчался в автомобиле. А рядом шел
Штирлиц, делая вид, что он прогуливается."
Штирлиц;"Штирлиц пошел за грибами, но ничего не нашел и ткнулся лицом
в снег."
Штирлиц;"Штирлиц ходил по рейхсканцелярии с расстегнутой ширинкой, из
которой высовывались красные трусы. И никто не догадывался, что
так он отмечает Первое Мая."
Штирлиц;"Штирлиц облил кошку бензином и поджег. Кошка пробежала де-
сять метров и упала. ""Бензин кончился,"" - догадался Штирлиц."
Штирлиц;"Штирлиц шел по лесу и увидел людей с палками. ""Лыжники,"" - по-
думал Штирлиц. ""Штирлиц,"" - подумали рыбаки."
Штирлиц;"Штирлиц шел по берегу Шпреи и увидел сидящего с удочкой чело-
века. ""Как клюет?"" - спросил Штирлиц. ""Хорошо,"" - ответил чело-
век. ""Рыболов,"" - догадался Штирлиц."
Штирлиц;"Мюллер шел по улице. Вдруг ему на голову упал кирпич. ""Вот те
раз,"" - подумал Мюллер. ""Вот те два,"" - подумал Штирлиц, бросая
второй кирпич."
Штирлиц;"Штирлиц шел по коридору. ""А ведь это Штирлиц идет,"" - подумал
Мюллер. ""Да, это я иду,"" - подумал Штирлиц."
